Page,"2026-05-20--2026-06-19_Avg position","2026-04-19--2026-05-19_Avg position",2026-05-20--2026-06-19_Clicks,2026-04-19--2026-05-19_Clicks,2026-05-20--2026-06-19_Impressions,2026-04-19--2026-05-19_Impressions,2026-05-20--2026-06-19_CTR,2026-04-19--2026-05-19_CTR
https://www.creditdoc.co/credit-guide/alexandria-va/banking/,79.38,,0,,8,,0,
https://www.creditdoc.co/credit-guide/arlington-tx/credit-monitoring/,3.38,,0,,8,,0,
https://www.creditdoc.co/credit-guide/austin-tx/debt-relief/,3.5,,0,,8,,0,
https://www.creditdoc.co/financial-wellness/statute-of-limitations-debt/,80.88,,0,,8,,0,
https://www.creditdoc.co/review/ace-check-cashing/,17.5,,0,,8,,0,
https://www.creditdoc.co/review/adams-bank-trust/,10.38,,0,,8,,0,
https://www.creditdoc.co/review/alamo-loan/,74,,0,,8,,0,
https://www.creditdoc.co/review/argent/,35.63,,0,,8,,0,
https://www.creditdoc.co/review/auto-cash-title-loans/,26.63,,0,,8,,0,
https://www.creditdoc.co/review/avadian/,39.38,,0,,8,,0,
https://www.creditdoc.co/review/bay-equity-home-loans/,30.75,,0,,8,,0,
https://www.creditdoc.co/review/bitcoin-atm-by-coinbtm/,2.5,,0,,8,,0,
https://www.creditdoc.co/review/blue-sky-bank/,55.75,,0,,8,,0,
https://www.creditdoc.co/review/bluebird-lending/,53.75,,0,,8,,0,
https://www.creditdoc.co/review/bryte-payment-solutions/,46.38,,0,,8,,0,
https://www.creditdoc.co/review/cal-payday-loans/,4,,0,,8,,0,
https://www.creditdoc.co/review/car-capital/,2.25,,0,,8,,0,
https://www.creditdoc.co/review/cash-in-a-flash-check-advance-memphis/,7.75,,0,,8,,0,
https://www.creditdoc.co/review/citizens-bank-trust-company-of-vivian-louisiana/,78.13,,0,,8,,0,
https://www.creditdoc.co/review/clarifi-consumer-credit-counseling-service-of-delaware-valley-west-chester/,5.38,,0,,8,,0,
https://www.creditdoc.co/review/claritypay/,50.75,,0,,8,,0,
https://www.creditdoc.co/review/community-business-finance/,94.63,,0,,8,,0,
https://www.creditdoc.co/review/credability/,6.13,,0,,8,,0,
https://www.creditdoc.co/review/credit-coach-nicole-scott/,7.25,,0,,8,,0,
https://www.creditdoc.co/review/credit-union-1/,52.13,,0,,8,,0,
https://www.creditdoc.co/review/davis-trust-company/,61.88,,0,,8,,0,
https://www.creditdoc.co/review/delta-community-credit-union-24-hours-atm/,25,,0,,8,,0,
https://www.creditdoc.co/review/desert-financial-credit-union-phoenix-east-bell/,74.25,,0,,8,,0,
https://www.creditdoc.co/review/dollar-loan-center-las-vegas/,18.63,,0,,8,,0,
https://www.creditdoc.co/review/east-cambridge-savings-bank/,45.5,,0,,8,,0,
https://www.creditdoc.co/review/elite-credit-freedom/,3.63,,0,,8,,0,
https://www.creditdoc.co/review/expert-credit-pro/,6,,0,,8,,0,
https://www.creditdoc.co/review/family-credit-management/,58.25,,0,,8,,0,
https://www.creditdoc.co/review/giro-express/,7,,0,,8,,0,
https://www.creditdoc.co/review/gulch-payments/,3,,0,,8,,0,
https://www.creditdoc.co/review/home-town/,54.13,,0,,8,,0,
https://www.creditdoc.co/review/housing-authority-of-the-city-of-greensboro-dba-greensboro-housing-authority/,62.13,,0,,8,,0,
https://www.creditdoc.co/review/infirst/,69.5,,0,,8,,0,
https://www.creditdoc.co/review/kellogg-community/,46.25,,0,,8,,0,
https://www.creditdoc.co/review/lampco/,55.38,,0,,8,,0,
https://www.creditdoc.co/review/liberty-debts/,3.25,,0,,8,,0,
https://www.creditdoc.co/review/loanmax-title-loans-maplewood/,4.38,,0,,8,,0,
https://www.creditdoc.co/review/moneygram-commerce-city/,6.75,,0,,8,,0,
https://www.creditdoc.co/review/moneygram-fort-lauderdale/,21.75,,0,,8,,0,
https://www.creditdoc.co/review/mutual-first/,30.5,,0,,8,,0,
https://www.creditdoc.co/review/my-city-personal-loans/,31.25,,0,,8,,0,
https://www.creditdoc.co/review/naca/,20.75,,0,,8,,0,
https://www.creditdoc.co/review/national-credit-funding/,1.63,,0,,8,,0,
https://www.creditdoc.co/review/onemain-financial-charlotte/,68.13,,0,,8,,0,
https://www.creditdoc.co/review/order-express-kansas-city-southwest-blvd-check-cashing/,10.88,,0,,8,,0,
https://www.creditdoc.co/review/payment-nerds/,37.25,,0,,8,,0,
https://www.creditdoc.co/review/pecu/,48.25,,0,,8,,0,
https://www.creditdoc.co/review/psecu-atm/,45.88,,0,,8,,0,
https://www.creditdoc.co/review/radius/,62.63,,0,,8,,0,
https://www.creditdoc.co/review/ria-money-transfer-kansas-city/,5.75,,0,,8,,0,
https://www.creditdoc.co/review/show-me/,78.25,,0,,8,,0,
https://www.creditdoc.co/review/solid-cash-advance-st-paul/,3.63,,0,,8,,0,
https://www.creditdoc.co/review/spark-cash-advance/,4.88,,0,,8,,0,
https://www.creditdoc.co/review/speedy-cash-los-angeles/,59.5,,0,,8,,0,
https://www.creditdoc.co/review/stepstone-credit/,47.75,,0,,8,,0,
https://www.creditdoc.co/review/stonebridge-financial/,7.25,,0,,8,,0,
https://www.creditdoc.co/review/swift-fund-loans/,2.75,,0,,8,,0,
https://www.creditdoc.co/review/telco/,67.75,,0,,8,,0,
https://www.creditdoc.co/review/the-credit-clinic/,3.75,,0,,8,,0,
https://www.creditdoc.co/review/the-debt-defenders-by-ciment-law-firm-p/,57.25,,0,,8,,0,
https://www.creditdoc.co/review/tpnb-bank/,54.13,,0,,8,,0,
https://www.creditdoc.co/review/tri-valley-bank/,58.88,,0,,8,,0,
https://www.creditdoc.co/review/vista-lending/,70.13,,0,,8,,0,
https://www.creditdoc.co/review/vocal/,60.38,,0,,8,,0,
https://www.creditdoc.co/review/western-union-oklahoma-city-ok/,7.88,,0,,8,,0,
https://www.creditdoc.co/review/team-one/,49.86,,1,,7,,14.29,
https://creditdoc.co/city/union-city-new%20jersey/,3,,0,,7,,0,
https://creditdoc.co/review/advance-america-miami-fl/,52.86,,0,,7,,0,
https://creditdoc.co/review/alamo-envios-de-dinero-y-cambio-de-cheques/,8.43,,0,,7,,0,
https://creditdoc.co/review/alden/,58.86,,0,,7,,0,
https://creditdoc.co/review/amigo-check-cashing/,4.14,,0,,7,,0,
https://creditdoc.co/review/big-shawns-buy-sell/,9.29,,0,,7,,0,
https://creditdoc.co/review/breaking-chains-inc/,5.86,,0,,7,,0,
https://creditdoc.co/review/cenla/,52,,0,,7,,0,
https://creditdoc.co/review/champion-pawn-and-jewelry/,57.86,,0,,7,,0,
https://creditdoc.co/review/cmc-fcpi-employees/,68.29,,0,,7,,0,
https://creditdoc.co/review/dhispanos/,7.86,,0,,7,,0,
https://creditdoc.co/review/drive-casa-harry-hines/,34,,0,,7,,0,
https://creditdoc.co/review/duke-university/,51.14,,0,,7,,0,
https://creditdoc.co/review/evergreen/,57.86,,0,,7,,0,
https://creditdoc.co/review/fall-river-municipal/,42,,0,,7,,0,
https://creditdoc.co/review/fedchoice-federal-credit-union/,48.14,,0,,7,,0,
https://creditdoc.co/review/ferrari-of-austin/,74.43,,0,,7,,0,
https://creditdoc.co/review/four-seasons/,55.43,,0,,7,,0,
https://creditdoc.co/review/heights-finance-louisville/,41.43,,0,,7,,0,
https://creditdoc.co/review/horizons-north/,38.86,,0,,7,,0,
https://creditdoc.co/review/jcb-international-credit-card/,70,,0,,7,,0,
https://creditdoc.co/review/lfg-lending/,88.29,,0,,7,,0,
https://creditdoc.co/review/members-trust-federal-credit-union/,61.43,,0,,7,,0,
https://creditdoc.co/review/mission-fed-credit-union/,63.43,,0,,7,,0,
https://creditdoc.co/review/montana-capital-car-title-loans-louisville/,7.29,,0,,7,,0,
https://creditdoc.co/review/new-castle-bellco/,49.14,,0,,7,,0,
https://creditdoc.co/review/nova/,41.14,,0,,7,,0,
https://creditdoc.co/review/onemain-financial-chicago/,60.57,,0,,7,,0,
https://creditdoc.co/review/onemain-financial-kansas-city/,60.29,,0,,7,,0,
https://creditdoc.co/review/pacific-service/,55.29,,0,,7,,0,
https://creditdoc.co/review/phoenix-auto-stop/,2.57,,0,,7,,0,
https://creditdoc.co/review/pls-check-cashers-mesquite/,51,,0,,7,,0,
https://creditdoc.co/review/pomona-pawn-shop/,63.29,,0,,7,,0,
https://www.creditdoc.co/city/edmond-ok/,24.29,,0,,7,,0,
https://www.creditdoc.co/city/grand-prairie-tx/,3.71,,0,,7,,0,
https://www.creditdoc.co/credit-guide/arlington-tx/emergency-cash/,75.29,,0,,7,,0,
https://www.creditdoc.co/credit-guide/boston-ma/,45.43,,0,,7,,0,
https://www.creditdoc.co/credit-guide/dallas-tx/,2.71,,0,,7,,0,
https://www.creditdoc.co/credit-guide/el-paso-tx/,6,,0,,7,,0,
https://www.creditdoc.co/financial-wellness/credit-score-basics/,83,,0,,7,,0,
https://www.creditdoc.co/review/5-star-car-title-loans-san-antonio/,2.71,,0,,7,,0,
https://www.creditdoc.co/review/a-american-first-financial-auto/,71.57,,0,,7,,0,
https://www.creditdoc.co/review/a-plus-credit-services/,77.43,,0,,7,,0,
https://www.creditdoc.co/review/a1-check-cashing-15/,40.14,,0,,7,,0,
https://www.creditdoc.co/review/ace-cash-express-atlanta-ga/,20.14,,0,,7,,0,
https://www.creditdoc.co/review/ace-cash-express-san-antonio-tx/,54.14,,0,,7,,0,
https://www.creditdoc.co/review/acfcu/,44.29,,0,,7,,0,
https://www.creditdoc.co/review/advancepoint-capital-small-business-loans/,42.86,,0,,7,,0,
https://www.creditdoc.co/review/all-america-bank/,41.71,,0,,7,,0,
https://www.creditdoc.co/review/all-cash-advance/,40.86,,0,,7,,0,
https://www.creditdoc.co/review/avant/,55.71,,0,,7,,0,
https://www.creditdoc.co/review/bees-credit-solutions/,5.57,,0,,7,,0,
https://www.creditdoc.co/review/bfg/,49.71,,0,,7,,0,
https://www.creditdoc.co/review/border/,42.86,,0,,7,,0,
https://www.creditdoc.co/review/burlington-northtown-community/,46.29,,0,,7,,0,
https://www.creditdoc.co/review/cal-com/,66.57,,0,,7,,0,
https://www.creditdoc.co/review/california-check-cashing/,74.29,,0,,7,,0,
https://www.creditdoc.co/review/calvex-credit-repair-chicago/,1.43,,0,,7,,0,
https://www.creditdoc.co/review/cash-nerd/,7,,0,,7,,0,
https://www.creditdoc.co/review/ce-credit-solutions/,14.71,,0,,7,,0,
https://www.creditdoc.co/review/champions-funding/,66.29,,0,,7,,0,
https://www.creditdoc.co/review/checks-cashed/,3.43,,0,,7,,0,
https://www.creditdoc.co/review/chicago-debt-solutions-schaumburg/,7,,0,,7,,0,
https://www.creditdoc.co/review/clarifi-consumer-credit-counseling-service-of-delaware-valley-wilmington/,58.29,,0,,7,,0,
https://www.creditdoc.co/review/commerceone-bank/,46.71,,0,,7,,0,
https://www.creditdoc.co/review/community-loans/,91.43,,0,,7,,0,
https://www.creditdoc.co/review/cooperative-choice-network/,48,,0,,7,,0,
https://www.creditdoc.co/review/debt-consolidation/,8.71,,0,,7,,0,
https://www.creditdoc.co/review/eagleone-debt-solution/,4.71,,0,,7,,0,
https://www.creditdoc.co/review/evabank/,61,,0,,7,,0,
https://www.creditdoc.co/review/extraco-banks/,53.71,,0,,7,,0,
https://www.creditdoc.co/review/ez-money-check-cashing-council-bluffs/,25.57,,0,,7,,0,
https://www.creditdoc.co/review/financial-builders/,29.57,,0,,7,,0,
https://www.creditdoc.co/review/finger-lakes/,41.57,,0,,7,,0,
https://www.creditdoc.co/review/first-american/,56.86,,0,,7,,0,
https://www.creditdoc.co/review/first-federal-savings-bank-of-lincolnton/,76.43,,0,,7,,0,
https://www.creditdoc.co/review/first-national-bank-of-fort-stockton/,69.29,,0,,7,,0,
https://www.creditdoc.co/review/first-texas-national-bank/,8.14,,0,,7,,0,
https://www.creditdoc.co/review/fort-worth-financial/,13.29,,0,,7,,0,
https://www.creditdoc.co/review/founders-federal-credit-union/,56.71,,0,,7,,0,
https://www.creditdoc.co/review/ghs/,2,,0,,7,,0,
https://www.creditdoc.co/review/golden-cash-advance-arlington/,9.71,,0,,7,,0,
https://www.creditdoc.co/review/golden-plains/,46.71,,0,,7,,0,
https://www.creditdoc.co/review/home-federal-savings-and-loan-association-of-niles/,80.29,,0,,7,,0,
https://www.creditdoc.co/review/hughes-finance/,12.86,,0,,7,,0,
https://www.creditdoc.co/review/kaplan-law-firm/,84.71,,0,,7,,0,
https://www.creditdoc.co/review/kirtland/,37.86,,0,,7,,0,
https://www.creditdoc.co/review/la-mexicana-check-cashing/,5.71,,0,,7,,0,
https://www.creditdoc.co/review/legacy-bank-hinton/,68.29,,0,,7,,0,
https://www.creditdoc.co/review/loan-pronto/,22,,0,,7,,0,
https://www.creditdoc.co/review/loancenter/,96.86,,0,,7,,0,
https://www.creditdoc.co/review/loanmax-title-loans-pueblo/,15,,0,,7,,0,
https://www.creditdoc.co/review/magnolia-bank-incorporated/,68.29,,0,,7,,0,
https://www.creditdoc.co/review/membersfirst-ct/,75.57,,0,,7,,0,
https://www.creditdoc.co/review/money-mart-previously-the-check-cashing-store-miami/,5.29,,0,,7,,0,
https://www.creditdoc.co/review/moneygram-omaha/,4,,0,,7,,0,
https://www.creditdoc.co/review/moneygram-seattle/,6.57,,0,,7,,0,
https://www.creditdoc.co/review/montana-capital-car-title-loans-oklahoma-city/,10.29,,0,,7,,0,
https://www.creditdoc.co/review/my-community/,72.43,,0,,7,,0,
https://www.creditdoc.co/review/onemain-financial-raleigh/,49.14,,0,,7,,0,
https://www.creditdoc.co/review/openloans/,6.57,,0,,7,,0,
https://www.creditdoc.co/review/order-express-omaha/,6.43,,0,,7,,0,
https://www.creditdoc.co/review/ozark/,35.86,,0,,7,,0,
https://www.creditdoc.co/review/pacific-cash-advance-carson/,49.43,,0,,7,,0,
https://www.creditdoc.co/review/pacific-debt-relief/,1.29,,0,,7,,0,
https://www.creditdoc.co/review/partners-credit-verification-solutions/,9.29,,0,,7,,0,
https://www.creditdoc.co/review/pathway/,75,,0,,7,,0,
https://www.creditdoc.co/review/peach-state/,47.14,,0,,7,,0,
https://www.creditdoc.co/review/pilgrim-mortgage/,54.71,,0,,7,,0,
https://www.creditdoc.co/review/pioneer-credit-counseling/,39,,0,,7,,0,
https://www.creditdoc.co/review/polam-federal-credit-union/,52,,0,,7,,0,
https://www.creditdoc.co/review/primo-personal-loans-tampa/,9.71,,0,,7,,0,
https://www.creditdoc.co/review/randall-state-bank/,68.57,,0,,7,,0,
https://www.creditdoc.co/review/river-city-finance-san-antonio/,5,,0,,7,,0,
https://www.creditdoc.co/review/rocky-mountain-bank-trust/,41.86,,0,,7,,0,
https://www.creditdoc.co/review/second-chance-loans/,3.57,,0,,7,,0,
https://www.creditdoc.co/review/sesloc/,52.29,,0,,7,,0,
https://www.creditdoc.co/review/simple-cash-title-loans/,7.43,,0,,7,,0,
https://www.creditdoc.co/review/simpsons-pawnbrokers/,8.57,,0,,7,,0,
https://www.creditdoc.co/review/stifel-bank/,72.43,,0,,7,,0,
https://www.creditdoc.co/review/superior-loan/,16.71,,0,,7,,0,
https://www.creditdoc.co/review/swift-title-loans-pasadena/,7.71,,0,,7,,0,
https://www.creditdoc.co/review/td-bank/,44.57,,0,,7,,0,
https://www.creditdoc.co/review/texas-car-title-and-payday-loan-services-pearland/,70.43,,0,,7,,0,
https://www.creditdoc.co/review/the-lending-group/,89.86,,0,,7,,0,
https://www.creditdoc.co/review/tom-thomas-legal-pc-a-texas-debt-defense-law-firm/,59.14,,0,,7,,0,
https://www.creditdoc.co/review/trading-post-northwest/,62.43,,0,,7,,0,
https://www.creditdoc.co/review/unison/,72.57,,0,,7,,0,
https://www.creditdoc.co/review/united-states-senate/,43.43,,0,,7,,0,
https://www.creditdoc.co/review/up-connection/,51.43,,0,,7,,0,
https://www.creditdoc.co/review/upward/,59.14,,0,,7,,0,
https://www.creditdoc.co/review/us-cash-advance-columbus/,7.29,,0,,7,,0,
https://www.creditdoc.co/review/valley-big-rig-loans/,9,,0,,7,,0,
https://www.creditdoc.co/review/weokie/,45.29,,0,,7,,0,
https://www.creditdoc.co/review/western-union-money-order-only-baltimore-md/,6.29,,0,,7,,0,
https://www.creditdoc.co/review/western-union-san-francis/,45.57,,0,,7,,0,
https://www.creditdoc.co/review/working-solutions-cdfi/,15.86,,0,,7,,0,
https://creditdoc.co/city/doraville-georgia/,5.67,,0,,6,,0,
https://creditdoc.co/review/ace-cash-express-orlando/,61.33,,0,,6,,0,
https://creditdoc.co/review/affinity-plus/,50.67,,0,,6,,0,
https://creditdoc.co/review/alexander-coin-pawn/,70,,0,,6,,0,
https://creditdoc.co/review/american-exchange-bank-henryetta/,72.5,,0,,6,,0,
https://creditdoc.co/review/auto-title-loans-more-llc/,81,,0,,6,,0,
https://creditdoc.co/review/bank-of-guam/,37,,0,,6,,0,
https://creditdoc.co/review/bay-to-bay-lending/,28.67,,0,,6,,0,
https://creditdoc.co/review/brazos-national-bank/,70.17,,0,,6,,0,
https://creditdoc.co/review/carhop-auto-sales-and-finance-lakewood/,61.83,,0,,6,,0,
https://creditdoc.co/review/casa-de-cambio-hispana-check-cashing/,6.83,,0,,6,,0,
https://creditdoc.co/review/check-into-cash-west-allis/,64,,0,,6,,0,
https://creditdoc.co/review/chicago-firefighters-credit-union/,64.67,,0,,6,,0,
https://creditdoc.co/review/community-financial-services/,96.33,,0,,6,,0,
https://creditdoc.co/review/consumer-credit-counseling-norristown/,9.33,,0,,6,,0,
https://creditdoc.co/review/cornerstone-financial/,68.5,,0,,6,,0,
https://creditdoc.co/review/credit-karma/,62.5,,0,,6,,0,
https://creditdoc.co/review/dcl-jewelry-loan/,74.67,,0,,6,,0,
https://creditdoc.co/review/deerwood-bank/,50.83,,0,,6,,0,
https://creditdoc.co/review/east-river/,33.67,,0,,6,,0,
https://creditdoc.co/review/envios-de-dinero-cambio-de-cheques-check-cashing-g-t-continental-services-vip-dinero/,2.83,,0,,6,,0,
https://creditdoc.co/review/exotic-car-collection-by-budget/,7.67,,0,,6,,0,
https://creditdoc.co/review/ez-money-check-cashing-omaha/,50.17,,0,,6,,0,
https://creditdoc.co/review/farm-bureau-family/,56.83,,0,,6,,0,
https://creditdoc.co/review/first-state-bank-winchester/,9.5,,0,,6,,0,
https://creditdoc.co/review/forrit/,50.5,,0,,6,,0,
https://creditdoc.co/review/freedom-credit-union/,79.67,,0,,6,,0,
https://creditdoc.co/review/freedom-first/,57.5,,0,,6,,0,
https://creditdoc.co/review/freeman-check-cashing/,2.83,,0,,6,,0,
https://creditdoc.co/review/government-printing-office/,73.33,,0,,6,,0,
https://creditdoc.co/review/home-bank-sb/,57.67,,0,,6,,0,
https://creditdoc.co/review/kb-pawn-loan/,7.67,,0,,6,,0,
https://creditdoc.co/review/lending-capital-group-inc-nmls1680087/,61.83,,0,,6,,0,
https://creditdoc.co/review/loan-for-any-purpose-wichita/,4.5,,0,,6,,0,
https://creditdoc.co/review/loanmax-title-loans-edgewood/,23.17,,0,,6,,0,
https://creditdoc.co/review/loanpeople/,65,,0,,6,,0,
https://creditdoc.co/review/louisville-gas-and-electric-company/,59.67,,0,,6,,0,
https://creditdoc.co/review/luckmore-finance-corporation/,50.67,,0,,6,,0,
https://creditdoc.co/review/montana-capital-car-title-loans-santa-clara/,11.67,,0,,6,,0,
https://creditdoc.co/review/mybridgenow/,8.67,,0,,6,,0,
https://creditdoc.co/review/new-deal-pre-owned-autos/,4.17,,0,,6,,0,
https://creditdoc.co/review/north-coast-credit-union/,65,,0,,6,,0,
https://creditdoc.co/review/preferred-capital-funding/,57.5,,0,,6,,0,
https://creditdoc.co/review/regional-finance-arlington/,57.33,,0,,6,,0,
https://creditdoc.co/review/ria-money-transfer-currency-exchange-lamont/,2.33,,0,,6,,0,
https://creditdoc.co/review/skyline-financial-miami/,60,,0,,6,,0,
https://creditdoc.co/review/southern-loans/,79.67,,0,,6,,0,
https://creditdoc.co/review/swift-title-loans-virginia-beach/,4.5,,0,,6,,0,
https://creditdoc.co/review/the-citizens-national-bank-of-mcconnelsville/,53.33,,0,,6,,0,
https://creditdoc.co/review/the-debt-management-group/,70.5,,0,,6,,0,
https://creditdoc.co/review/the-freedom-bank-of-virginia/,28.5,,0,,6,,0,
https://creditdoc.co/review/the-kings-pawn/,61.17,,0,,6,,0,
https://creditdoc.co/review/titlemax-title-pawns-decatur-ga/,58.5,,0,,6,,0,
https://creditdoc.co/review/ussco-johnstown/,42.33,,0,,6,,0,
https://creditdoc.co/review/vigo-new-york/,3,,0,,6,,0,
https://creditdoc.co/review/walden-mutual-bank/,32,,0,,6,,0,
https://creditdoc.co/review/west-shore-bank/,42.5,,0,,6,,0,
https://creditdoc.co/review/wilmington-police-fire/,76.33,,0,,6,,0,
https://creditdoc.co/review/world-finance-albuquerque/,50.83,,0,,6,,0,
https://www.creditdoc.co/best/best-merchant-cash-advance/,87.5,,0,,6,,0,
https://www.creditdoc.co/city/arlington-tx/,3.33,,0,,6,,0,
https://www.creditdoc.co/city/carrollton-tx/,24.83,,0,,6,,0,
https://www.creditdoc.co/city/knoxville-tn/,4.33,,0,,6,,0,
https://www.creditdoc.co/city/warren-mi/,3.33,,0,,6,,0,
https://www.creditdoc.co/credit-guide/amarillo-tx/credit-repair/,6.33,,0,,6,,0,
https://www.creditdoc.co/credit-guide/arlington-tx/bankruptcy/,62.17,,0,,6,,0,
https://www.creditdoc.co/credit-guide/arlington-tx/pawn-shops/,48.33,,0,,6,,0,
https://www.creditdoc.co/credit-guide/arlington-tx/personal-loans/,58,,0,,6,,0,
https://www.creditdoc.co/credit-guide/atlanta-ga/,2.33,,0,,6,,0,
https://www.creditdoc.co/credit-guide/houston-tx/,6,,0,,6,,0,
https://www.creditdoc.co/review/1st-capital-car-title-loans-clover/,46.83,,0,,6,,0,
https://www.creditdoc.co/review/2nd-chance-bad-credit-loans/,3.33,,0,,6,,0,
https://www.creditdoc.co/review/5-star-car-title-loans-miramar/,5.67,,0,,6,,0,
https://www.creditdoc.co/review/accessity/,31.83,,0,,6,,0,
https://www.creditdoc.co/review/afgm-enterprises/,27.5,,0,,6,,0,
https://www.creditdoc.co/review/all-payday-loans-katy/,4.83,,0,,6,,0,
https://www.creditdoc.co/review/america-debt-resolutions/,68.83,,0,,6,,0,
https://www.creditdoc.co/review/american-capital-financial/,34.17,,0,,6,,0,
https://www.creditdoc.co/review/asap-credit-repair/,44.83,,0,,6,,0,
https://www.creditdoc.co/review/auto-title-loans-more-phoenix/,2.5,,0,,6,,0,
https://www.creditdoc.co/review/azura/,52.83,,0,,6,,0,
https://www.creditdoc.co/review/bancosecha/,8.33,,0,,6,,0,
https://www.creditdoc.co/review/bank-michigan/,77.67,,0,,6,,0,
https://www.creditdoc.co/review/bassey-solutions/,4.17,,0,,6,,0,
https://www.creditdoc.co/review/benjamin-trotter-attorney-at-law-pc/,4,,0,,6,,0,
https://www.creditdoc.co/review/blackstone-river/,14.67,,0,,6,,0,
https://www.creditdoc.co/review/builders-of-hope/,1.67,,0,,6,,0,
https://www.creditdoc.co/review/california-coast-credit-union-hillcrest-branch/,44.67,,0,,6,,0,
https://www.creditdoc.co/review/cash-4-you-check-cashing/,5.33,,0,,6,,0,
https://www.creditdoc.co/review/cash-fast-lending/,1.33,,0,,6,,0,
https://www.creditdoc.co/review/cash-loans-on-car-titles/,4.33,,0,,6,,0,
https://www.creditdoc.co/review/cash-on-the-go/,4.5,,0,,6,,0,
https://www.creditdoc.co/review/cash-paradise-4/,3.33,,0,,6,,0,
https://www.creditdoc.co/review/cashmax-title-loan-arlington/,58.67,,0,,6,,0,
https://www.creditdoc.co/review/check-cashing-plus/,3.5,,0,,6,,0,
https://www.creditdoc.co/review/check-into-cash-columbus/,56.33,,0,,6,,0,
https://www.creditdoc.co/review/chicago-pawners-jewelers/,53.33,,0,,6,,0,
https://www.creditdoc.co/review/coast-tradelines/,41.33,,0,,6,,0,
https://www.creditdoc.co/review/coast2coast-mortgage-lending-jacksonville-florida/,53.17,,0,,6,,0,
https://www.creditdoc.co/review/community-valley-bank/,7.33,,0,,6,,0,
https://www.creditdoc.co/review/core-multiservices-credit-repair/,4.83,,0,,6,,0,
https://www.creditdoc.co/review/debt-consolidation-austin-texas/,11.83,,0,,6,,0,
https://www.creditdoc.co/review/debt-redemption-debt-relief-austin-texas/,4.17,,0,,6,,0,
https://www.creditdoc.co/review/debtoredu-second-bankruptcy-course/,41,,0,,6,,0,
https://www.creditdoc.co/review/delta-community-credit-union/,66.83,,0,,6,,0,
https://www.creditdoc.co/review/desert-financial-credit-union-thunderbird-glendale-atm/,51,,0,,6,,0,
https://www.creditdoc.co/review/duke-payday-loans-rochester/,3.33,,0,,6,,0,
https://www.creditdoc.co/review/emma-butler-group-mortgage-lender-neighborhood-loans/,9,,0,,6,,0,
https://www.creditdoc.co/review/encompass-recovery-group/,60,,0,,6,,0,
https://www.creditdoc.co/review/eweb-employees/,43.33,,0,,6,,0,
https://www.creditdoc.co/review/ficare/,57.5,,0,,6,,0,
https://www.creditdoc.co/review/first-federal-savings-and-loan-association-of-greene-co/,8.83,,0,,6,,0,
https://www.creditdoc.co/review/first-state-bank-buxton/,65.83,,0,,6,,0,
https://www.creditdoc.co/review/fort-smith-teachers/,4.5,,0,,6,,0,
https://www.creditdoc.co/review/frys-money/,22.67,,0,,6,,0,
https://www.creditdoc.co/review/geovista/,41.17,,0,,6,,0,
https://www.creditdoc.co/review/good-credit-4-life/,8,,0,,6,,0,
https://www.creditdoc.co/review/green-belt-bank-trust/,47.83,,0,,6,,0,
https://www.creditdoc.co/review/hapo-community/,52.5,,0,,6,,0,
https://www.creditdoc.co/review/hii-hard-money-loans-los-angeles-ca/,7.83,,0,,6,,0,
https://www.creditdoc.co/review/hilltop-national-bank/,82.33,,0,,6,,0,
https://www.creditdoc.co/review/indy-pawn/,55,,0,,6,,0,
https://www.creditdoc.co/review/jacksonville-title/,65.5,,0,,6,,0,
https://www.creditdoc.co/review/jefferson-parish-employees/,65.67,,0,,6,,0,
https://www.creditdoc.co/review/jp-check-cashing-chicago-kimball-ave/,5.83,,0,,6,,0,
https://www.creditdoc.co/review/kbr-heritage/,18.67,,0,,6,,0,
https://www.creditdoc.co/review/keystone/,75.33,,0,,6,,0,
https://www.creditdoc.co/review/la-nacional-ne0002/,12.5,,0,,6,,0,
https://www.creditdoc.co/review/law-offices-of-sacks-sacks-pa/,58.67,,0,,6,,0,
https://www.creditdoc.co/review/legends-bank-clarksville/,7,,0,,6,,0,
https://www.creditdoc.co/review/loan-for-any-purpose-dallas/,6.5,,0,,6,,0,
https://www.creditdoc.co/review/loanstar-title-loans-manor/,42.67,,0,,6,,0,
https://www.creditdoc.co/review/logan-bank-trust-company/,10,,0,,6,,0,
https://www.creditdoc.co/review/longhorn-investments-hard-money-lender/,45.67,,0,,6,,0,
https://www.creditdoc.co/review/los-angeles-hard-money-loan-city-capital-realty/,8.67,,0,,6,,0,
https://www.creditdoc.co/review/loyal-loans-oklahoma-city/,6.17,,0,,6,,0,
https://www.creditdoc.co/review/mahoning-valley/,84.67,,0,,6,,0,
https://www.creditdoc.co/review/marathon-cash-express/,6.83,,0,,6,,0,
https://www.creditdoc.co/review/mister-loans/,35,,0,,6,,0,
https://www.creditdoc.co/review/money-mart-previously-the-check-cashing-store-miami-fl/,11.33,,0,,6,,0,
https://www.creditdoc.co/review/money-stop/,9.5,,0,,6,,0,
https://www.creditdoc.co/review/moneygram-louisville/,2,,0,,6,,0,
https://www.creditdoc.co/review/netspend-corporation/,37.17,,0,,6,,0,
https://www.creditdoc.co/review/new-world-collections/,30.17,,0,,6,,0,
https://www.creditdoc.co/review/new-york-times-employees-federal-credit-union/,15.33,,0,,6,,0,
https://www.creditdoc.co/review/north-scottsdale-loan-and-gold/,71.67,,0,,6,,0,
