priority_score,tier,cluster,city,state,slug,url,title,words,review_links,browse_links,gsc_impressions,gsc_avg_position,current_has_form,current_quiz_link,primary_actions,rationale
1934.22,T2 - early GSC signal,National,Waukesha,WI,waukesha-wi,https://www.creditdoc.co/city/waukesha-wi/,"Credit Repair & Financial Services in Waukesha, WI (2026)",1422,10,0,1,11,False,True,Waukesha Credit Repair Quiz / Waukesha Credit Calculator CTAs | email capture block wired to /api/email-signup | WI regulator/contact module | Frequently asked questions in Waukesha | links to strongest matching /browse/ category pages,Has some search visibility; strengthen local conversion and supporting city/category links.
1606.95,T2 - early GSC signal,California,Vista,CA,vista-ca,https://www.creditdoc.co/city/vista-ca/,"Credit Repair & Financial Services in Vista, CA (2026)",1695,10,0,1,44,False,True,Vista Credit Repair Quiz / Vista Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Vista | links to strongest matching /browse/ category pages,Has some search visibility; strengthen local conversion and supporting city/category links.
1456.52,T2 - early GSC signal,Texas,Mesquite,TX,mesquite-tx,https://www.creditdoc.co/city/mesquite-tx/,"Credit Repair & Financial Services in Mesquite, TX (2026)",1852,16,1,1,65,False,True,Mesquite Credit Repair Quiz / Mesquite Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Mesquite | links to strongest matching /browse/ category pages,Has some search visibility; strengthen local conversion and supporting city/category links.
1283.23,T2 - early GSC signal,National,Portland,OR,portland-or,https://www.creditdoc.co/city/portland-or/,"Credit Repair & Financial Services in Portland, OR (2026)",2723,32,3,1,96,False,True,Portland Credit Repair Quiz / Portland Credit Calculator CTAs | email capture block wired to /api/email-signup | OR regulator/contact module | Frequently asked questions in Portland | links to strongest matching /browse/ category pages,Has some search visibility; strengthen local conversion and supporting city/category links.
1226.45,T2 - early GSC signal,Georgia,Norcross,GA,norcross-ga,https://www.creditdoc.co/city/norcross-ga/,"Credit Repair & Financial Services in Norcross, GA (2026)",1845,16,1,1,88,False,True,Norcross Credit Repair Quiz / Norcross Credit Calculator CTAs | email capture block wired to /api/email-signup | GA regulator/contact module | Frequently asked questions in Norcross | links to strongest matching /browse/ category pages,Has some search visibility; strengthen local conversion and supporting city/category links.
1099.07,T2 - early GSC signal,Texas,Corpus Christi,TX,corpus-christi-tx,https://www.creditdoc.co/city/corpus-christi-tx/,"Credit Repair & Financial Services in Corpus Christi, TX",1707,14,0,1,96,False,True,Corpus Christi Credit Repair Quiz / Corpus Christi Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Corpus Christi | links to strongest matching /browse/ category pages,Has some search visibility; strengthen local conversion and supporting city/category links.
810.28,T3 - strong local inventory,National,Chicago,IL,chicago-il,https://www.creditdoc.co/city/chicago-il/,"Credit Repair & Financial Services in Chicago, IL (2026)",6628,88,12,0,,False,True,Chicago Credit Repair Quiz / Chicago Credit Calculator CTAs | email capture block wired to /api/email-signup | IL regulator/contact module | Frequently asked questions in Chicago | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
788.01,T3 - strong local inventory,Texas,Houston,TX,houston-tx,https://www.creditdoc.co/city/houston-tx/,"Credit Repair & Financial Services in Houston, TX (2026)",6201,82,12,0,,False,True,Houston Credit Repair Quiz / Houston Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Houston | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
785.41,T3 - strong local inventory,National,Phoenix,AZ,phoenix-az,https://www.creditdoc.co/city/phoenix-az/,"Credit Repair & Financial Services in Phoenix, AZ (2026)",6241,81,12,0,,False,True,Phoenix Credit Repair Quiz / Phoenix Credit Calculator CTAs | email capture block wired to /api/email-signup | AZ regulator/contact module | Frequently asked questions in Phoenix | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
767.09,T3 - strong local inventory,National,Las Vegas,NV,las-vegas-nv,https://www.creditdoc.co/city/las-vegas-nv/,"Credit Repair & Financial Services in Las Vegas, NV (2026)",6209,75,12,0,,False,True,Las Vegas Credit Repair Quiz / Las Vegas Credit Calculator CTAs | email capture block wired to /api/email-signup | NV regulator/contact module | Frequently asked questions in Las Vegas | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
729.94,T3 - strong local inventory,California,San Diego,CA,san-diego-ca,https://www.creditdoc.co/city/san-diego-ca/,"Credit Repair & Financial Services in San Diego, CA (2026)",6194,76,11,0,,False,True,San Diego Credit Repair Quiz / San Diego Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in San Diego | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
668.40,T3 - strong local inventory,Georgia,Atlanta,GA,atlanta-ga,https://www.creditdoc.co/city/atlanta-ga/,"Credit Repair & Financial Services in Atlanta, GA (2026)",5540,71,10,0,,False,True,Atlanta Credit Repair Quiz / Atlanta Credit Calculator CTAs | email capture block wired to /api/email-signup | GA regulator/contact module | Frequently asked questions in Atlanta | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
668.06,T3 - strong local inventory,National,Columbus,OH,columbus-oh,https://www.creditdoc.co/city/columbus-oh/,"Credit Repair & Financial Services in Columbus, OH (2026)",5806,70,10,0,,False,True,Columbus Credit Repair Quiz / Columbus Credit Calculator CTAs | email capture block wired to /api/email-signup | OH regulator/contact module | Frequently asked questions in Columbus | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
664.48,T3 - strong local inventory,Texas,Fort Worth,TX,fort-worth-tx,https://www.creditdoc.co/city/fort-worth-tx/,"Credit Repair & Financial Services in Fort Worth, TX (2026)",5748,69,10,0,,False,True,Fort Worth Credit Repair Quiz / Fort Worth Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Fort Worth | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
630.34,T3 - strong local inventory,California,San Francisco,CA,san-francisco-ca,https://www.creditdoc.co/city/san-francisco-ca/,"Credit Repair & Financial Services in San Francisco, CA",5434,72,9,0,,False,True,San Francisco Credit Repair Quiz / San Francisco Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in San Francisco | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
625.30,T3 - strong local inventory,National,Indianapolis,IN,indianapolis-in,https://www.creditdoc.co/city/indianapolis-in/,"Credit Repair & Financial Services in Indianapolis, IN",5530,70,9,0,,False,True,Indianapolis Credit Repair Quiz / Indianapolis Credit Calculator CTAs | email capture block wired to /api/email-signup | IN regulator/contact module | Frequently asked questions in Indianapolis | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
618.80,T3 - strong local inventory,National,Denver,CO,denver-co,https://www.creditdoc.co/city/denver-co/,"Credit Repair & Financial Services in Denver, CO (2026)",5480,68,9,0,,False,True,Denver Credit Repair Quiz / Denver Credit Calculator CTAs | email capture block wired to /api/email-signup | CO regulator/contact module | Frequently asked questions in Denver | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
568.31,T3 - strong local inventory,Florida,Jacksonville,FL,jacksonville-fl,https://www.creditdoc.co/city/jacksonville-fl/,"Credit Repair & Financial Services in Jacksonville, FL",5331,65,8,0,,False,True,Jacksonville Credit Repair Quiz / Jacksonville Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Jacksonville | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
553.93,T3 - strong local inventory,National,Detroit,MI,detroit-mi,https://www.creditdoc.co/city/detroit-mi/,"Credit Repair & Financial Services in Detroit, MI (2026)",4793,62,8,0,,False,True,Detroit Credit Repair Quiz / Detroit Credit Calculator CTAs | email capture block wired to /api/email-signup | MI regulator/contact module | Frequently asked questions in Detroit | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
419.53,T3 - strong local inventory,Florida,Orlando,FL,orlando-fl,https://www.creditdoc.co/city/orlando-fl/,"Credit Repair & Financial Services in Orlando, FL (2026)",3853,47,6,0,,False,True,Orlando Credit Repair Quiz / Orlando Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Orlando | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
402.10,T3 - strong local inventory,National,Colorado Springs,CO,colorado-springs-co,https://www.creditdoc.co/city/colorado-springs-co/,"Credit Repair & Financial Services in Colorado Springs, CO",3610,42,6,0,,False,True,Colorado Springs Credit Repair Quiz / Colorado Springs Credit Calculator CTAs | email capture block wired to /api/email-signup | CO regulator/contact module | Frequently asked questions in Colorado Springs | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
384.99,T3 - strong local inventory,Florida,Tampa,FL,tampa-fl,https://www.creditdoc.co/city/tampa-fl/,"Credit Repair & Financial Services in Tampa, FL (2026)",3799,49,5,0,,False,True,Tampa Credit Repair Quiz / Tampa Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Tampa | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
369.04,T3 - strong local inventory,National,Baltimore,MD,baltimore-md,https://www.creditdoc.co/city/baltimore-md/,"Credit Repair & Financial Services in Baltimore, MD (2026)",3704,44,5,0,,False,True,Baltimore Credit Repair Quiz / Baltimore Credit Calculator CTAs | email capture block wired to /api/email-signup | MD regulator/contact module | Frequently asked questions in Baltimore | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
362.02,T3 - strong local inventory,National,Oklahoma City,OK,oklahoma-city-ok,https://www.creditdoc.co/city/oklahoma-city-ok/,"Credit Repair & Financial Services in Oklahoma City, OK",3602,42,5,0,,False,True,Oklahoma City Credit Repair Quiz / Oklahoma City Credit Calculator CTAs | email capture block wired to /api/email-signup | OK regulator/contact module | Frequently asked questions in Oklahoma City | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
361.53,T3 - strong local inventory,National,Raleigh,NC,raleigh-nc,https://www.creditdoc.co/city/raleigh-nc/,"Credit Repair & Financial Services in Raleigh, NC (2026)",3553,42,5,0,,False,True,Raleigh Credit Repair Quiz / Raleigh Credit Calculator CTAs | email capture block wired to /api/email-signup | NC regulator/contact module | Frequently asked questions in Raleigh | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
357.00,T3 - strong local inventory,National,Cincinnati,OH,cincinnati-oh,https://www.creditdoc.co/city/cincinnati-oh/,"Credit Repair & Financial Services in Cincinnati, OH (2026)",3400,41,5,0,,False,True,Cincinnati Credit Repair Quiz / Cincinnati Credit Calculator CTAs | email capture block wired to /api/email-signup | OH regulator/contact module | Frequently asked questions in Cincinnati | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
354.58,T3 - strong local inventory,California,Fresno,CA,fresno-ca,https://www.creditdoc.co/city/fresno-ca/,"Credit Repair & Financial Services in Fresno, CA (2026)",3458,40,5,0,,False,True,Fresno Credit Repair Quiz / Fresno Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Fresno | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
293.14,T3 - strong local inventory,National,Milwaukee,WI,milwaukee-wi,https://www.creditdoc.co/city/milwaukee-wi/,"Credit Repair & Financial Services in Milwaukee, WI (2026)",3114,34,4,0,,False,True,Milwaukee Credit Repair Quiz / Milwaukee Credit Calculator CTAs | email capture block wired to /api/email-signup | WI regulator/contact module | Frequently asked questions in Milwaukee | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
284.22,T3 - strong local inventory,National,Albuquerque,NM,albuquerque-nm,https://www.creditdoc.co/city/albuquerque-nm/,"Credit Repair & Financial Services in Albuquerque, NM (2026)",3122,31,4,0,,False,True,Albuquerque Credit Repair Quiz / Albuquerque Credit Calculator CTAs | email capture block wired to /api/email-signup | NM regulator/contact module | Frequently asked questions in Albuquerque | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
281.51,T3 - strong local inventory,National,Virginia Beach,VA,virginia-beach-va,https://www.creditdoc.co/city/virginia-beach-va/,"Credit Repair & Financial Services in Virginia Beach, VA",2851,31,4,0,,False,True,Virginia Beach Credit Repair Quiz / Virginia Beach Credit Calculator CTAs | email capture block wired to /api/email-signup | VA regulator/contact module | Frequently asked questions in Virginia Beach | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
261.50,T3 - strong local inventory,National,Cleveland,OH,cleveland-oh,https://www.creditdoc.co/city/cleveland-oh/,"Credit Repair & Financial Services in Cleveland, OH (2026)",3050,37,3,0,,False,True,Cleveland Credit Repair Quiz / Cleveland Credit Calculator CTAs | email capture block wired to /api/email-signup | OH regulator/contact module | Frequently asked questions in Cleveland | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
239.42,T3 - strong local inventory,National,Glendale,AZ,glendale-az,https://www.creditdoc.co/city/glendale-az/,"Credit Repair & Financial Services in Glendale, AZ (2026)",2942,30,3,0,,False,True,Glendale Credit Repair Quiz / Glendale Credit Calculator CTAs | email capture block wired to /api/email-signup | AZ regulator/contact module | Frequently asked questions in Glendale | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
232.08,T3 - strong local inventory,National,Minneapolis,MN,minneapolis-mn,https://www.creditdoc.co/city/minneapolis-mn/,"Credit Repair & Financial Services in Minneapolis, MN (2026)",2808,28,3,0,,False,True,Minneapolis Credit Repair Quiz / Minneapolis Credit Calculator CTAs | email capture block wired to /api/email-signup | MN regulator/contact module | Frequently asked questions in Minneapolis | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
228.74,T3 - strong local inventory,National,Tucson,AZ,tucson-az,https://www.creditdoc.co/city/tucson-az/,"Credit Repair & Financial Services in Tucson, AZ (2026)",2774,27,3,0,,False,True,Tucson Credit Repair Quiz / Tucson Credit Calculator CTAs | email capture block wired to /api/email-signup | AZ regulator/contact module | Frequently asked questions in Tucson | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
228.63,T3 - strong local inventory,National,Mesa,AZ,mesa-az,https://www.creditdoc.co/city/mesa-az/,"Credit Repair & Financial Services in Mesa, AZ (2026)",2763,27,3,0,,False,True,Mesa Credit Repair Quiz / Mesa Credit Calculator CTAs | email capture block wired to /api/email-signup | AZ regulator/contact module | Frequently asked questions in Mesa | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
211.59,T3 - strong local inventory,Florida,Hialeah,FL,hialeah-fl,https://www.creditdoc.co/city/hialeah-fl/,"Credit Repair & Financial Services in Hialeah, FL (2026)",2559,22,3,0,,False,True,Hialeah Credit Repair Quiz / Hialeah Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Hialeah | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
207.76,T3 - strong local inventory,National,Birmingham,AL,birmingham-al,https://www.creditdoc.co/city/birmingham-al/,"Credit Repair & Financial Services in Birmingham, AL (2026)",2176,22,3,0,,False,True,Birmingham Credit Repair Quiz / Birmingham Credit Calculator CTAs | email capture block wired to /api/email-signup | AL regulator/contact module | Frequently asked questions in Birmingham | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
205.89,T3 - strong local inventory,National,Wilmington,DE,wilmington-de,https://www.creditdoc.co/city/wilmington-de/,"Credit Repair & Financial Services in Wilmington, DE (2026)",2289,21,3,0,,False,True,Wilmington Credit Repair Quiz / Wilmington Credit Calculator CTAs | email capture block wired to /api/email-signup | DE regulator/contact module | Frequently asked questions in Wilmington | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
203.84,T3 - strong local inventory,National,Aurora,CO,aurora-co,https://www.creditdoc.co/city/aurora-co/,"Credit Repair & Financial Services in Aurora, CO (2026)",2784,32,2,0,,False,True,Aurora Credit Repair Quiz / Aurora Credit Calculator CTAs | email capture block wired to /api/email-signup | CO regulator/contact module | Frequently asked questions in Aurora | links to strongest matching /browse/ category pages,"No matched GSC signal in this export, but page has enough provider/local depth to target next."
178.67,T4 - full rollout,National,Kansas City,KS,kansas-city-ks,https://www.creditdoc.co/city/kansas-city-ks/,"Credit Repair & Financial Services in Kansas City, KS (2026)",2367,25,2,0,,False,True,Kansas City Credit Repair Quiz / Kansas City Credit Calculator CTAs | email capture block wired to /api/email-signup | KS regulator/contact module | Frequently asked questions in Kansas City | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
173.68,T4 - full rollout,National,Southfield,MI,southfield-mi,https://www.creditdoc.co/city/southfield-mi/,"Credit Repair & Financial Services in Southfield, MI (2026)",2468,23,2,0,,False,True,Southfield Credit Repair Quiz / Southfield Credit Calculator CTAs | email capture block wired to /api/email-signup | MI regulator/contact module | Frequently asked questions in Southfield | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
171.34,T4 - full rollout,National,Honolulu,HI,honolulu-hi,https://www.creditdoc.co/city/honolulu-hi/,"Credit Repair & Financial Services in Honolulu, HI (2026)",2234,23,2,0,,False,True,Honolulu Credit Repair Quiz / Honolulu Credit Calculator CTAs | email capture block wired to /api/email-signup | HI regulator/contact module | Frequently asked questions in Honolulu | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
166.95,T4 - full rollout,National,Tulsa,OK,tulsa-ok,https://www.creditdoc.co/city/tulsa-ok/,"Credit Repair & Financial Services in Tulsa, OK (2026)",2095,22,2,0,,False,True,Tulsa Credit Repair Quiz / Tulsa Credit Calculator CTAs | email capture block wired to /api/email-signup | OK regulator/contact module | Frequently asked questions in Tulsa | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
161.35,T4 - full rollout,National,Saint Louis,MO,saint-louis-mo,https://www.creditdoc.co/city/saint-louis-mo/,"Credit Repair & Financial Services in Saint Louis, MO (2026)",2135,20,2,0,,False,True,Saint Louis Credit Repair Quiz / Saint Louis Credit Calculator CTAs | email capture block wired to /api/email-signup | MO regulator/contact module | Frequently asked questions in Saint Louis | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
160.41,T4 - full rollout,Texas,Garland,TX,garland-tx,https://www.creditdoc.co/city/garland-tx/,"Credit Repair & Financial Services in Garland, TX (2026)",2041,20,2,0,,False,True,Garland Credit Repair Quiz / Garland Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Garland | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
156.81,T4 - full rollout,National,Little Rock,AR,little-rock-ar,https://www.creditdoc.co/city/little-rock-ar/,"Credit Repair & Financial Services in Little Rock, AR (2026)",1981,19,2,0,,False,True,Little Rock Credit Repair Quiz / Little Rock Credit Calculator CTAs | email capture block wired to /api/email-signup | AR regulator/contact module | Frequently asked questions in Little Rock | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
151.69,T4 - full rollout,National,Jersey City,NJ,jersey-city-nj,https://www.creditdoc.co/city/jersey-city-nj/,"Credit Repair & Financial Services in Jersey City, NJ (2026)",2769,28,1,0,,False,True,Jersey City Credit Repair Quiz / Jersey City Credit Calculator CTAs | email capture block wired to /api/email-signup | NJ regulator/contact module | Frequently asked questions in Jersey City | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
137.64,T4 - full rollout,National,Scottsdale,AZ,scottsdale-az,https://www.creditdoc.co/city/scottsdale-az/,"Credit Repair & Financial Services in Scottsdale, AZ (2026)",2564,24,1,0,,False,True,Scottsdale Credit Repair Quiz / Scottsdale Credit Calculator CTAs | email capture block wired to /api/email-signup | AZ regulator/contact module | Frequently asked questions in Scottsdale | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
130.73,T4 - full rollout,National,North Las Vegas,NV,north-las-vegas-nv,https://www.creditdoc.co/city/north-las-vegas-nv/,"Credit Repair & Financial Services in North Las Vegas, NV",2473,22,1,0,,False,True,North Las Vegas Credit Repair Quiz / North Las Vegas Credit Calculator CTAs | email capture block wired to /api/email-signup | NV regulator/contact module | Frequently asked questions in North Las Vegas | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
128.78,T4 - full rollout,Texas,Plano,TX,plano-tx,https://www.creditdoc.co/city/plano-tx/,"Credit Repair & Financial Services in Plano, TX (2026)",2278,22,1,0,,False,True,Plano Credit Repair Quiz / Plano Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Plano | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
122.07,T4 - full rollout,Florida,Fort Lauderdale,FL,fort-lauderdale-fl,https://www.creditdoc.co/city/fort-lauderdale-fl/,"Credit Repair & Financial Services in Fort Lauderdale, FL",2207,20,1,0,,False,True,Fort Lauderdale Credit Repair Quiz / Fort Lauderdale Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Fort Lauderdale | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
121.18,T4 - full rollout,New York,Long Island City,NY,long-island-city-ny,https://www.creditdoc.co/city/long-island-city-ny/,"Credit Repair & Financial Services in Long Island City, NY",2118,20,1,0,,False,True,Long Island City Credit Repair Quiz / Long Island City Credit Calculator CTAs | email capture block wired to /api/email-signup | NY regulator/contact module | Frequently asked questions in Long Island City | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
117.01,T4 - full rollout,National,Newark,NJ,newark-nj,https://www.creditdoc.co/city/newark-nj/,"Credit Repair & Financial Services in Newark, NJ (2026)",2001,19,1,0,,False,True,Newark Credit Repair Quiz / Newark Credit Calculator CTAs | email capture block wired to /api/email-signup | NJ regulator/contact module | Frequently asked questions in Newark | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
113.62,T4 - full rollout,National,Baton Rouge,LA,baton-rouge-la,https://www.creditdoc.co/city/baton-rouge-la/,"Credit Repair & Financial Services in Baton Rouge, LA (2026)",1962,18,1,0,,False,True,Baton Rouge Credit Repair Quiz / Baton Rouge Credit Calculator CTAs | email capture block wired to /api/email-signup | LA regulator/contact module | Frequently asked questions in Baton Rouge | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
113.47,T4 - full rollout,Texas,Pasadena,TX,pasadena-tx,https://www.creditdoc.co/city/pasadena-tx/,"Credit Repair & Financial Services in Pasadena, TX (2026)",1947,18,1,0,,False,True,Pasadena Credit Repair Quiz / Pasadena Credit Calculator CTAs | email capture block wired to /api/email-signup | TX regulator/contact module | Frequently asked questions in Pasadena | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
113.45,T4 - full rollout,National,Union City,NJ,union-city-nj,https://www.creditdoc.co/city/union-city-nj/,"Credit Repair & Financial Services in Union City, NJ (2026)",1945,18,1,0,,False,True,Union City Credit Repair Quiz / Union City Credit Calculator CTAs | email capture block wired to /api/email-signup | NJ regulator/contact module | Frequently asked questions in Union City | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
112.89,T4 - full rollout,National,Saint Paul,MN,saint-paul-mn,https://www.creditdoc.co/city/saint-paul-mn/,"Credit Repair & Financial Services in Saint Paul, MN (2026)",1889,18,1,0,,False,True,Saint Paul Credit Repair Quiz / Saint Paul Credit Calculator CTAs | email capture block wired to /api/email-signup | MN regulator/contact module | Frequently asked questions in Saint Paul | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
110.73,T4 - full rollout,California,Glendale,CA,glendale-ca,https://www.creditdoc.co/city/glendale-ca/,"Credit Repair & Financial Services in Glendale, CA (2026)",1973,17,1,0,,False,True,Glendale Credit Repair Quiz / Glendale Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Glendale | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
109.21,T4 - full rollout,National,Topeka,KS,topeka-ks,https://www.creditdoc.co/city/topeka-ks/,"Credit Repair & Financial Services in Topeka, KS (2026)",1821,17,1,0,,False,True,Topeka Credit Repair Quiz / Topeka Credit Calculator CTAs | email capture block wired to /api/email-signup | KS regulator/contact module | Frequently asked questions in Topeka | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
107.86,T4 - full rollout,California,Beverly Hills,CA,beverly-hills-ca,https://www.creditdoc.co/city/beverly-hills-ca/,"Credit Repair & Financial Services in Beverly Hills, CA",1986,16,1,0,,False,True,Beverly Hills Credit Repair Quiz / Beverly Hills Credit Calculator CTAs | email capture block wired to /api/email-signup | CA regulator/contact module | Frequently asked questions in Beverly Hills | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
106.41,T4 - full rollout,National,Henderson,NV,henderson-nv,https://www.creditdoc.co/city/henderson-nv/,"Credit Repair & Financial Services in Henderson, NV (2026)",1841,16,1,0,,False,True,Henderson Credit Repair Quiz / Henderson Credit Calculator CTAs | email capture block wired to /api/email-signup | NV regulator/contact module | Frequently asked questions in Henderson | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
105.15,T4 - full rollout,National,Fargo,ND,fargo-nd,https://www.creditdoc.co/city/fargo-nd/,"Credit Repair & Financial Services in Fargo, ND (2026)",1715,16,1,0,,False,True,Fargo Credit Repair Quiz / Fargo Credit Calculator CTAs | email capture block wired to /api/email-signup | ND regulator/contact module | Frequently asked questions in Fargo | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
103.39,T4 - full rollout,Florida,Kissimmee,FL,kissimmee-fl,https://www.creditdoc.co/city/kissimmee-fl/,"Credit Repair & Financial Services in Kissimmee, FL (2026)",1839,15,1,0,,False,True,Kissimmee Credit Repair Quiz / Kissimmee Credit Calculator CTAs | email capture block wired to /api/email-signup | FL regulator/contact module | Frequently asked questions in Kissimmee | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
103.39,T4 - full rollout,National,St Paul,MN,st-paul-mn,https://www.creditdoc.co/city/st-paul-mn/,"Credit Repair & Financial Services in St Paul, MN (2026)",1839,15,1,0,,False,True,St Paul Credit Repair Quiz / St Paul Credit Calculator CTAs | email capture block wired to /api/email-signup | MN regulator/contact module | Frequently asked questions in St Paul | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
102.85,T4 - full rollout,National,Harvey,LA,harvey-la,https://www.creditdoc.co/city/harvey-la/,"Credit Repair & Financial Services in Harvey, LA (2026)",1785,15,1,0,,False,True,Harvey Credit Repair Quiz / Harvey Credit Calculator CTAs | email capture block wired to /api/email-signup | LA regulator/contact module | Frequently asked questions in Harvey | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
102.70,T4 - full rollout,National,Lexington,KY,lexington-ky,https://www.creditdoc.co/city/lexington-ky/,"Credit Repair & Financial Services in Lexington, KY (2026)",1770,15,1,0,,False,True,Lexington Credit Repair Quiz / Lexington Credit Calculator CTAs | email capture block wired to /api/email-signup | KY regulator/contact module | Frequently asked questions in Lexington | links to strongest matching /browse/ category pages,Published static city page; enhance after signal-led batches.
